Year,State,Drug,Q1,Q2,Q3,Q4,TOTAL TO DATE
2013,OKLAHOMA,D-METHAMPHETAMINE,0.19,0.22,0.2,0.18,0.8
2013,OREGON,D-METHAMPHETAMINE,0.6,0.5,0.48,0.62,2.21
2013,PENNSYLVANIA,D-METHAMPHETAMINE,0.38,0.26,0.23,0.25,1.12
2013,RHODE ISLAND,D-METHAMPHETAMINE,0.42,0.42,0.27,0.19,1.3
2013,SOUTH CAROLINA,D-METHAMPHETAMINE,0.13,0.1,0.05,0.1,0.38
2013,SOUTH DAKOTA,D-METHAMPHETAMINE,0.49,0.49,0.49,0.15,1.63
2013,TENNESSEE,D-METHAMPHETAMINE,0.03,0.06,0.0,0.03,0.13
2013,TEXAS,D-METHAMPHETAMINE,0.17,0.18,0.16,0.19,0.69
2013,UTAH,D-METHAMPHETAMINE,0.26,0.41,0.36,0.32,1.35
2013,VIRGINIA,D-METHAMPHETAMINE,0.17,0.13,0.11,0.09,0.49
2013,WASHINGTON,D-METHAMPHETAMINE,0.33,0.33,0.3,0.22,1.18
2013,WEST VIRGINIA,D-METHAMPHETAMINE,0.2,0.17,0.04,0.0,0.41
2013,WISCONSIN,D-METHAMPHETAMINE,0.56,0.49,0.48,0.42,1.95
2013,WYOMING,D-METHAMPHETAMINE,0.14,0.0,0.0,0.14,0.29
2013,U.S. TOTAL,D-METHAMPHETAMINE,0.27,0.23,0.22,0.19,0.91
2013,ALABAMA,LISDEXAMFETAMINE,1242.39,1196.24,1204.94,1319.52,4963.09
2013,ALASKA,LISDEXAMFETAMINE,201.13,221.48,207.15,231.73,861.5
2013,ARIZONA,LISDEXAMFETAMINE,400.32,409.24,400.53,435.01,1645.1
2013,ARKANSAS,LISDEXAMFETAMINE,894.95,869.95,866.57,984.46,3615.93
2013,CALIFORNIA,LISDEXAMFETAMINE,214.35,220.04,223.64,245.26,903.29
2013,COLORADO,LISDEXAMFETAMINE,411.93,407.73,394.04,443.97,1657.68
2013,CONNECTICUT,LISDEXAMFETAMINE,731.12,748.53,729.32,802.74,3011.72
2013,DELAWARE,LISDEXAMFETAMINE,1370.87,1456.3,1382.26,1506.84,5716.27
2013,DISTRICT OF COLUMBIA,LISDEXAMFETAMINE,487.58,503.43,517.94,589.99,2098.93
2013,FLORIDA,LISDEXAMFETAMINE,623.41,650.07,562.03,646.57,2482.08
2013,GEORGIA,LISDEXAMFETAMINE,1106.69,1043.23,1064.68,1164.24,4378.84
2013,GUAM,LISDEXAMFETAMINE,11.66,7.78,11.02,3.89,34.34
2013,HAWAII,LISDEXAMFETAMINE,90.01,78.2,88.4,88.74,345.34
2013,IDAHO,LISDEXAMFETAMINE,422.48,425.28,407.88,451.02,1706.66
2013,ILLINOIS,LISDEXAMFETAMINE,452.09,468.05,463.97,506.93,1891.04
2013,INDIANA,LISDEXAMFETAMINE,1122.41,1109.48,1083.24,1178.06,4493.19
2013,IOWA,LISDEXAMFETAMINE,925.4,949.2,928.17,1014.86,3817.63
2013,KANSAS,LISDEXAMFETAMINE,888.45,886.51,903.01,978.23,3656.2
2013,KENTUCKY,LISDEXAMFETAMINE,935.7,911.01,914.98,985.41,3747.11
2013,LOUISIANA,LISDEXAMFETAMINE,2184.05,2071.73,2103.03,2171.68,8530.49
2013,MAINE,LISDEXAMFETAMINE,1128.64,1177.91,1122.55,1182.96,4612.05
2013,MARYLAND,LISDEXAMFETAMINE,788.37,793.87,761.71,843.88,3187.82
2013,MASSACHUSETTS,LISDEXAMFETAMINE,326.34,341.24,334.5,364.72,1366.8
2013,MICHIGAN,LISDEXAMFETAMINE,533.62,531.34,509.52,566.89,2141.37
2013,MINNESOTA,LISDEXAMFETAMINE,400.77,420.01,411.2,463.59,1695.57
2013,MISSISSIPPI,LISDEXAMFETAMINE,1006.38,975.78,1016.8,1120.06,4119.02
2013,MISSOURI,LISDEXAMFETAMINE,1036.06,1019.33,1003.54,1077.6,4136.53
2013,MONTANA,LISDEXAMFETAMINE,396.09,394.16,389.54,421.68,1601.47
2013,NEBRASKA,LISDEXAMFETAMINE,548.72,572.89,573.79,662.49,2357.9
2013,NEVADA,LISDEXAMFETAMINE,194.27,197.79,177.3,193.7,763.06
2013,NEW HAMPSHIRE,LISDEXAMFETAMINE,805.85,818.05,806.5,879.18,3309.58
2013,NEW JERSEY,LISDEXAMFETAMINE,450.29,464.01,426.64,482.18,1823.12
2013,NEW MEXICO,LISDEXAMFETAMINE,314.68,289.62,309.59,320.59,1234.48
2013,NEW YORK,LISDEXAMFETAMINE,336.27,335.32,313.31,348.22,1333.13
2013,NORTH CAROLINA,LISDEXAMFETAMINE,937.8,915.73,894.72,963.54,3711.79
2013,NORTH DAKOTA,LISDEXAMFETAMINE,673.17,638.88,649.62,686.66,2648.33
2013,OHIO,LISDEXAMFETAMINE,1066.49,1012.88,980.06,1041.11,4100.55
2013,OKLAHOMA,LISDEXAMFETAMINE,572.63,594.3,596.96,655.27,2419.15
2013,OREGON,LISDEXAMFETAMINE,315.21,316.31,308.43,326.93,1266.87
2013,PENNSYLVANIA,LISDEXAMFETAMINE,504.36,499.21,484.43,537.36,2025.36
2013,PUERTO RICO,LISDEXAMFETAMINE,11.39,14.48,21.4,28.26,75.53
2013,RHODE ISLAND,LISDEXAMFETAMINE,509.78,528.43,489.38,570.06,2097.65
2013,SOUTH CAROLINA,LISDEXAMFETAMINE,1161.23,1133.97,1113.3,1239.11,4647.61
2013,SOUTH DAKOTA,LISDEXAMFETAMINE,1318.83,1265.65,1314.78,1403.04,5302.29
2013,TENNESSEE,LISDEXAMFETAMINE,962.12,955.76,963.01,1011.47,3892.36
2013,TEXAS,LISDEXAMFETAMINE,911.82,934.38,868.46,975.48,3690.13
2013,UTAH,LISDEXAMFETAMINE,580.64,579.78,571.0,623.4,2354.81
2013,VERMONT,LISDEXAMFETAMINE,720.08,735.36,733.19,790.12,2978.75
2013,VIRGIN ISLANDS,LISDEXAMFETAMINE,43.69,54.74,73.69,45.8,217.92
2013,VIRGINIA,LISDEXAMFETAMINE,792.4,779.7,741.76,814.91,3128.77
2013,WASHINGTON,LISDEXAMFETAMINE,425.94,424.86,404.82,432.47,1688.09
2013,WEST VIRGINIA,LISDEXAMFETAMINE,1095.37,1036.81,1009.42,1127.5,4269.09
2013,WISCONSIN,LISDEXAMFETAMINE,775.18,811.05,777.67,852.19,3216.09
2013,WYOMING,LISDEXAMFETAMINE,373.55,374.17,376.94,410.68,1535.34
2013,U.S. TOTAL,LISDEXAMFETAMINE,656.53,654.35,634.77,695.74,2641.39
2013,SOUTH CAROLINA,PHENDIMETRAZINE,0.0,0.45,0.13,0.0,0.57
2013,U.S. TOTAL,PHENDIMETRAZINE,0.0,0.01,0.0,0.0,0.01
2013,ALABAMA,METHYLPHENIDATE,1492.98,1437.11,1425.35,1601.2,5956.63
2013,ALASKA,METHYLPHENIDATE,1144.69,1114.21,1091.08,1191.82,4541.81
2013,AMERICAN SAMOA,METHYLPHENIDATE,2.37,0.0,0.0,2.64,5.01
2013,ARIZONA,METHYLPHENIDATE,1161.36,1150.97,1131.55,1254.75,4698.63
2013,ARKANSAS,METHYLPHENIDATE,1550.12,1556.97,1581.3,1753.34,6441.72
2013,CALIFORNIA,METHYLPHENIDATE,738.97,752.49,737.92,800.85,3030.23
2013,COLORADO,METHYLPHENIDATE,1227.68,1182.82,1190.94,1290.16,4891.61
2013,CONNECTICUT,METHYLPHENIDATE,1584.56,1610.6,1520.61,1656.03,6371.8
2013,DELAWARE,METHYLPHENIDATE,2048.43,2171.21,1960.24,2249.05,8428.92
2013,DISTRICT OF COLUMBIA,METHYLPHENIDATE,1243.94,1302.44,1279.76,1338.08,5164.22
2013,FLORIDA,METHYLPHENIDATE,1044.85,1082.25,918.84,1095.32,4141.26
2013,GEORGIA,METHYLPHENIDATE,1618.95,1523.95,1550.36,1696.15,6389.39
2013,GUAM,METHYLPHENIDATE,270.67,308.07,430.1,166.08,1174.91
2013,HAWAII,METHYLPHENIDATE,862.96,911.45,853.4,903.89,3531.71
2013,IDAHO,METHYLPHENIDATE,1594.89,1644.9,1654.64,1796.61,6691.03
2013,ILLINOIS,METHYLPHENIDATE,1376.85,1471.75,1422.59,1572.96,5844.14
2013,INDIANA,METHYLPHENIDATE,1844.79,6721.9,1792.52,2019.32,12378.53
2013,IOWA,METHYLPHENIDATE,2413.62,2653.41,2554.67,2823.94,10445.65
2013,KANSAS,METHYLPHENIDATE,1602.46,1686.2,1701.94,1913.91,6904.5
2013,KENTUCKY,METHYLPHENIDATE,1748.97,1722.08,1783.7,1870.99,7125.74
2013,LOUISIANA,METHYLPHENIDATE,1867.05,1774.05,1788.04,2006.8,7435.94
2013,MAINE,METHYLPHENIDATE,2706.35,2829.15,2841.34,2983.03,11359.88
2013,MARYLAND,METHYLPHENIDATE,1812.79,1819.12,1696.3,1856.95,7185.16
2013,MASSACHUSETTS,METHYLPHENIDATE,2257.14,2371.87,2165.04,2441.08,9235.12
2013,MICHIGAN,METHYLPHENIDATE,2042.67,2089.49,1956.76,2182.81,8271.74
2013,MINNESOTA,METHYLPHENIDATE,1810.08,1902.6,1812.83,2030.25,7555.76
2013,MISSISSIPPI,METHYLPHENIDATE,1393.38,1316.6,1331.12,1548.5,5589.6
2013,MISSOURI,METHYLPHENIDATE,2395.94,2238.58,2211.91,2443.07,9289.51
2013,MONTANA,METHYLPHENIDATE,1705.37,1778.47,1703.89,1915.14,7102.86
2013,NEBRASKA,METHYLPHENIDATE,1593.67,1690.0,1703.16,1867.35,6854.17
2013,NEVADA,METHYLPHENIDATE,541.92,532.95,522.63,568.83,2166.33
2013,NEW HAMPSHIRE,METHYLPHENIDATE,2462.86,2560.98,2456.16,2669.86,10149.86
2013,NEW JERSEY,METHYLPHENIDATE,1089.43,1116.39,975.93,1123.74,4305.49
2013,NEW MEXICO,METHYLPHENIDATE,1193.22,1152.98,1221.02,1289.33,4856.55
2013,NEW YORK,METHYLPHENIDATE,1123.76,1149.77,1045.7,1177.16,4496.38
2013,NORTH CAROLINA,METHYLPHENIDATE,1951.12,1979.13,1904.43,2127.6,7962.28
2013,NORTH DAKOTA,METHYLPHENIDATE,2426.96,2480.5,2406.87,2563.73,9878.06
2013,OHIO,METHYLPHENIDATE,3137.46,2054.46,2188.56,2427.7,9808.18
2013,OKLAHOMA,METHYLPHENIDATE,1319.59,1355.8,1376.35,1526.01,5577.76
2013,OREGON,METHYLPHENIDATE,1622.28,1701.93,1573.17,1708.13,6605.51
2013,PENNSYLVANIA,METHYLPHENIDATE,2134.09,1956.51,1855.49,2068.11,8014.19
2013,PUERTO RICO,METHYLPHENIDATE,672.19,644.85,615.5,725.82,2658.36
2013,RHODE ISLAND,METHYLPHENIDATE,1893.68,1940.28,1786.79,2015.33,7636.09
2013,SOUTH CAROLINA,METHYLPHENIDATE,1863.93,1837.98,1785.37,2064.92,7552.21
2013,SOUTH DAKOTA,METHYLPHENIDATE,4145.8,2705.33,3108.49,3030.65,12990.27
2013,TENNESSEE,METHYLPHENIDATE,1307.02,1308.49,1301.1,1411.2,5327.82
2013,TEXAS,METHYLPHENIDATE,1284.61,1326.79,1226.27,1436.39,5274.06
2013,UTAH,METHYLPHENIDATE,1502.18,1498.39,1514.54,1704.13,6219.25
2013,VERMONT,METHYLPHENIDATE,2905.91,2928.39,2942.78,3057.55,11834.64
2013,VIRGIN ISLANDS,METHYLPHENIDATE,201.51,231.43,189.43,195.03,817.4
2013,VIRGINIA,METHYLPHENIDATE,1726.59,1734.55,1638.29,1786.62,6886.05
2013,WASHINGTON,METHYLPHENIDATE,1624.48,1652.05,1522.83,1670.57,6469.93
2013,WEST VIRGINIA,METHYLPHENIDATE,1736.24,1724.23,1673.98,1842.41,6976.85
2013,WISCONSIN,METHYLPHENIDATE,1753.04,1860.29,1776.64,1975.45,7365.42
2013,WYOMING,METHYLPHENIDATE,1361.61,1386.75,1385.11,1556.05,5689.51
2013,U.S. TOTAL,METHYLPHENIDATE,1519.11,1588.52,1429.83,1593.47,6130.93
2013,MISSOURI,GAMMA HYDROXYBUTYRIC ACID PREPARATIONS,115081.41,91789.95,86861.93,75801.18,369534.46
2013,UTAH,GAMMA HYDROXYBUTYRIC ACID PREPARATIONS,0.0,0.0,0.0,142.48,142.48
2013,U.S. TOTAL,GAMMA HYDROXYBUTYRIC ACID PREPARATIONS,2203.19,1757.29,1662.94,1452.45,7075.87
2013,ALABAMA,AMOBARBITAL (SCHEDULE 2),0.05,0.16,0.07,0.1,0.38
2013,ARIZONA,AMOBARBITAL (SCHEDULE 2),0.14,0.31,0.36,0.21,1.03
2013,ARKANSAS,AMOBARBITAL (SCHEDULE 2),0.0,0.03,0.0,0.03,0.06
2013,CALIFORNIA,AMOBARBITAL (SCHEDULE 2),0.05,0.18,0.11,0.04,0.38
2013,COLORADO,AMOBARBITAL (SCHEDULE 2),0.07,0.34,0.17,0.37,0.95
2013,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),0.04,0.03,0.14,0.08,0.28
2013,DISTRICT OF COLUMBIA,AMOBARBITAL (SCHEDULE 2),0.3,0.23,0.68,0.45,1.67
2013,FLORIDA,AMOBARBITAL (SCHEDULE 2),0.0,0.06,0.04,0.03,0.13
2013,GEORGIA,AMOBARBITAL (SCHEDULE 2),0.02,0.18,0.1,0.07,0.37
2013,HAWAII,AMOBARBITAL (SCHEDULE 2),0.0,0.07,0.0,0.0,0.07
2013,ILLINOIS,AMOBARBITAL (SCHEDULE 2),0.07,0.11,0.12,0.17,0.48
2013,INDIANA,AMOBARBITAL (SCHEDULE 2),0.0,0.04,0.0,0.08,0.12
2013,IOWA,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.06,0.09,0.15
2013,KANSAS,AMOBARBITAL (SCHEDULE 2),0.05,0.05,0.08,0.0,0.18
2013,KENTUCKY,AMOBARBITAL (SCHEDULE 2),0.01,0.14,0.45,0.05,0.65
2013,LOUISIANA,AMOBARBITAL (SCHEDULE 2),0.01,0.0,0.01,0.0,0.02
2013,MARYLAND,AMOBARBITAL (SCHEDULE 2),0.12,0.39,0.23,0.13,0.86
2013,MASSACHUSETTS,AMOBARBITAL (SCHEDULE 2),0.15,0.19,0.26,0.01,0.61
2013,MICHIGAN,AMOBARBITAL (SCHEDULE 2),0.08,0.12,0.19,0.04,0.43
2013,MINNESOTA,AMOBARBITAL (SCHEDULE 2),0.03,0.14,0.3,0.03,0.49
2013,MISSISSIPPI,AMOBARBITAL (SCHEDULE 2),0.12,0.26,0.06,0.0,0.45
2013,MISSOURI,AMOBARBITAL (SCHEDULE 2),0.05,0.22,0.19,0.05,0.51
2013,NEBRASKA,AMOBARBITAL (SCHEDULE 2),0.1,0.22,0.15,0.07,0.55
2013,NEVADA,AMOBARBITAL (SCHEDULE 2),0.02,0.07,0.17,0.0,0.25
2013,NEW HAMPSHIRE,AMOBARBITAL (SCHEDULE 2),0.0,1.0,0.17,0.14,1.32
2013,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),0.06,0.24,0.19,0.11,0.6
2013,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),0.04,0.04,0.09,0.0,0.18
2013,NEW YORK,AMOBARBITAL (SCHEDULE 2),0.1,0.44,0.34,0.22,1.11
2013,NORTH CAROLINA,AMOBARBITAL (SCHEDULE 2),0.06,0.08,0.19,0.14,0.46
2013,OHIO,AMOBARBITAL (SCHEDULE 2),0.02,0.08,0.13,0.0,0.23
2013,OKLAHOMA,AMOBARBITAL (SCHEDULE 2),0.0,0.04,0.02,0.0,0.06
2013,OREGON,AMOBARBITAL (SCHEDULE 2),0.02,0.19,0.06,0.01,0.29
2013,PENNSYLVANIA,AMOBARBITAL (SCHEDULE 2),0.05,0.1,0.14,0.04,0.34
2013,PUERTO RICO,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.01,0.0,0.01
2013,RHODE ISLAND,AMOBARBITAL (SCHEDULE 2),0.0,0.39,0.43,0.0,0.82
2013,SOUTH CAROLINA,AMOBARBITAL (SCHEDULE 2),0.0,0.23,0.15,0.0,0.37
2013,TENNESSEE,AMOBARBITAL (SCHEDULE 2),0.1,0.23,0.14,0.13,0.6
2013,TEXAS,AMOBARBITAL (SCHEDULE 2),0.07,0.15,0.14,0.07,0.44
2013,UTAH,AMOBARBITAL (SCHEDULE 2),0.05,0.23,0.28,0.33,0.89
2013,VERMONT,AMOBARBITAL (SCHEDULE 2),0.15,0.36,0.0,0.0,0.51
2013,VIRGINIA,AMOBARBITAL (SCHEDULE 2),0.04,0.14,0.02,0.02,0.22
2013,WASHINGTON,AMOBARBITAL (SCHEDULE 2),0.21,0.33,0.12,0.05,0.71
2013,WEST VIRGINIA,AMOBARBITAL (SCHEDULE 2),0.0,0.15,0.25,0.0,0.39
2013,WISCONSIN,AMOBARBITAL (SCHEDULE 2),0.14,0.3,0.2,0.09,0.74
2013,U.S. TOTAL,AMOBARBITAL (SCHEDULE 2),0.06,0.17,0.15,0.08,0.46
2013,ALABAMA,BUTALBITAL,228.47,233.3,226.3,265.82,953.89
2013,ALASKA,BUTALBITAL,93.63,102.08,71.1,117.57,384.38
2013,AMERICAN SAMOA,BUTALBITAL,30.47,0.0,0.0,0.0,30.47
2013,ARIZONA,BUTALBITAL,207.29,224.97,198.22,254.61,885.09
2013,ARKANSAS,BUTALBITAL,179.87,195.31,204.74,234.92,814.84
2013,CALIFORNIA,BUTALBITAL,141.5,165.17,145.43,177.11,629.21
2013,COLORADO,BUTALBITAL,136.3,154.65,134.73,169.21,594.9
2013,CONNECTICUT,BUTALBITAL,261.88,283.01,264.12,306.93,1115.95
2013,DELAWARE,BUTALBITAL,187.65,242.22,201.02,283.99,914.88
2013,DISTRICT OF COLUMBIA,BUTALBITAL,186.13,176.16,181.15,162.87,706.31
2013,FLORIDA,BUTALBITAL,206.95,232.27,205.89,275.33,920.44
2013,GEORGIA,BUTALBITAL,194.22,212.02,200.77,223.12,830.13
2013,GUAM,BUTALBITAL,2.8,0.0,19.62,8.41,30.82
2013,HAWAII,BUTALBITAL,167.24,148.13,168.35,151.44,635.15
2013,IDAHO,BUTALBITAL,153.74,216.26,180.53,194.57,745.1
2013,ILLINOIS,BUTALBITAL,165.89,213.59,170.72,219.55,769.76
2013,INDIANA,BUTALBITAL,183.23,199.11,198.26,216.46,797.06
2013,IOWA,BUTALBITAL,122.93,123.75,123.92,141.64,512.25
2013,KANSAS,BUTALBITAL,198.2,240.44,219.41,252.18,910.23
2013,KENTUCKY,BUTALBITAL,144.38,154.4,137.12,182.86,618.75
2013,LOUISIANA,BUTALBITAL,201.84,235.81,225.99,251.69,915.32
2013,MAINE,BUTALBITAL,132.12,154.33,132.49,179.92,598.86
2013,MARYLAND,BUTALBITAL,208.88,232.79,216.94,234.34,892.95
2013,MASSACHUSETTS,BUTALBITAL,116.99,116.61,118.29,133.18,485.06
2013,MICHIGAN,BUTALBITAL,251.58,273.33,252.03,316.68,1093.63
2013,MINNESOTA,BUTALBITAL,100.11,114.44,102.38,125.94,442.88
2013,MISSISSIPPI,BUTALBITAL,152.33,166.14,150.14,178.78,647.39
2013,MISSOURI,BUTALBITAL,218.32,247.62,240.44,276.76,983.15
2013,MONTANA,BUTALBITAL,202.64,234.48,201.13,226.9,865.16
2013,NEBRASKA,BUTALBITAL,178.23,190.82,180.42,202.32,751.78
2013,NEVADA,BUTALBITAL,680.05,698.93,392.86,541.19,2313.03
2013,NEW HAMPSHIRE,BUTALBITAL,138.25,150.02,134.45,176.23,598.95
2013,NEW JERSEY,BUTALBITAL,196.03,219.75,203.71,231.86,851.35
2013,NEW MEXICO,BUTALBITAL,154.92,169.49,163.41,199.84,687.65
2013,NEW YORK,BUTALBITAL,107.62,118.25,106.25,117.94,450.07
2013,NORTH CAROLINA,BUTALBITAL,134.45,152.85,148.18,159.04,594.52
2013,NORTH DAKOTA,BUTALBITAL,78.8,82.52,90.69,84.75,336.76
2013,OHIO,BUTALBITAL,148.1,155.94,149.53,169.77,623.33
2013,OKLAHOMA,BUTALBITAL,290.16,320.55,310.69,366.8,1288.2
2013,OREGON,BUTALBITAL,148.0,171.88,153.22,179.31,652.41
2013,PENNSYLVANIA,BUTALBITAL,209.37,249.6,226.65,264.12,949.74
2013,PUERTO RICO,BUTALBITAL,13.15,16.91,17.04,18.65,65.76
2013,RHODE ISLAND,BUTALBITAL,156.28,165.79,171.96,157.71,651.74
2013,SOUTH CAROLINA,BUTALBITAL,152.96,176.31,158.91,189.07,677.24
2013,SOUTH DAKOTA,BUTALBITAL,197.74,247.49,231.52,222.31,899.06
2013,TENNESSEE,BUTALBITAL,147.25,165.06,149.54,177.51,639.37
2013,TEXAS,BUTALBITAL,164.18,185.46,166.07,195.42,711.14
2013,UTAH,BUTALBITAL,216.72,225.41,242.41,266.47,951.02
2013,VERMONT,BUTALBITAL,75.91,83.9,93.49,99.08,352.38
2013,VIRGIN ISLANDS,BUTALBITAL,50.08,40.97,50.08,122.92,264.06
2013,VIRGINIA,BUTALBITAL,195.29,211.79,199.1,229.85,836.02
2013,WASHINGTON,BUTALBITAL,148.04,149.16,138.15,164.25,599.59
2013,WEST VIRGINIA,BUTALBITAL,164.87,181.06,164.87,198.06,708.85
2013,WISCONSIN,BUTALBITAL,113.07,123.0,120.63,143.4,500.09
2013,WYOMING,BUTALBITAL,205.81,202.26,248.39,267.02,923.48
2013,U.S. TOTAL,BUTALBITAL,171.34,191.57,173.71,206.39,743.01
2013,ALABAMA,PENTOBARBITAL (SCHEDULE 2),434.56,816.21,627.13,472.26,2350.16
2013,ALASKA,PENTOBARBITAL (SCHEDULE 2),603.12,859.97,987.2,613.84,3064.13
2013,ARIZONA,PENTOBARBITAL (SCHEDULE 2),706.0,885.33,679.23,1687.02,3957.58
2013,ARKANSAS,PENTOBARBITAL (SCHEDULE 2),190.98,510.88,414.3,617.85,1734.0
2013,CALIFORNIA,PENTOBARBITAL (SCHEDULE 2),496.65,489.3,776.9,500.18,2263.04
2013,COLORADO,PENTOBARBITAL (SCHEDULE 2),670.67,800.05,727.11,1036.55,3234.37
2013,CONNECTICUT,PENTOBARBITAL (SCHEDULE 2),416.98,459.07,619.12,409.91,1905.08
2013,DELAWARE,PENTOBARBITAL (SCHEDULE 2),193.9,191.87,281.19,144.1,811.07
2013,DISTRICT OF COLUMBIA,PENTOBARBITAL (SCHEDULE 2),85.96,67.4,26.13,20.07,199.56
2013,FLORIDA,PENTOBARBITAL (SCHEDULE 2),478.21,462.54,669.07,411.11,2020.93
2013,GEORGIA,PENTOBARBITAL (SCHEDULE 2),525.72,434.47,452.76,621.74,2034.68
2013,GUAM,PENTOBARBITAL (SCHEDULE 2),0.0,0.0,0.0,1802.06,1802.06
2013,HAWAII,PENTOBARBITAL (SCHEDULE 2),351.55,1270.55,220.4,1170.66,3013.15
2013,IDAHO,PENTOBARBITAL (SCHEDULE 2),885.86,1448.7,1241.59,1959.46,5535.61
2013,ILLINOIS,PENTOBARBITAL (SCHEDULE 2),490.4,586.77,458.37,532.25,2067.79
2013,INDIANA,PENTOBARBITAL (SCHEDULE 2),519.7,676.49,657.79,784.66,2638.63
2013,IOWA,PENTOBARBITAL (SCHEDULE 2),470.1,552.04,699.46,515.87,2237.47
2013,KANSAS,PENTOBARBITAL (SCHEDULE 2),674.21,760.51,817.94,781.0,3033.66
2013,KENTUCKY,PENTOBARBITAL (SCHEDULE 2),639.08,738.24,853.67,884.47,3115.46
2013,LOUISIANA,PENTOBARBITAL (SCHEDULE 2),689.86,593.25,847.02,514.59,2644.71
2013,MAINE,PENTOBARBITAL (SCHEDULE 2),1177.56,1362.75,1132.23,1573.78,5246.32
2013,MARYLAND,PENTOBARBITAL (SCHEDULE 2),236.17,254.95,501.35,437.69,1430.16
2013,MASSACHUSETTS,PENTOBARBITAL (SCHEDULE 2),416.74,421.14,406.81,436.5,1681.19
2013,MICHIGAN,PENTOBARBITAL (SCHEDULE 2),877.84,947.62,978.8,1195.83,4000.09
2013,MINNESOTA,PENTOBARBITAL (SCHEDULE 2),477.5,552.84,562.95,644.11,2237.4
2013,MISSISSIPPI,PENTOBARBITAL (SCHEDULE 2),360.18,281.91,478.19,236.64,1356.92
2013,MISSOURI,PENTOBARBITAL (SCHEDULE 2),499.1,698.04,698.43,594.3,2489.87
2013,MONTANA,PENTOBARBITAL (SCHEDULE 2),995.4,1350.91,1644.76,3137.71,7128.78
2013,NEBRASKA,PENTOBARBITAL (SCHEDULE 2),1045.52,957.66,1353.1,1017.42,4373.7
2013,NEVADA,PENTOBARBITAL (SCHEDULE 2),663.23,531.54,645.73,724.7,2565.21
2013,NEW HAMPSHIRE,PENTOBARBITAL (SCHEDULE 2),1016.74,1074.29,979.85,1329.22,4400.11
2013,NEW JERSEY,PENTOBARBITAL (SCHEDULE 2),254.17,195.26,228.93,247.56,925.92
2013,NEW MEXICO,PENTOBARBITAL (SCHEDULE 2),958.14,863.77,1369.92,887.44,4079.27
2013,NEW YORK,PENTOBARBITAL (SCHEDULE 2),309.57,347.75,439.15,392.19,1488.66
2013,NORTH CAROLINA,PENTOBARBITAL (SCHEDULE 2),651.99,656.25,809.69,704.57,2822.5
2013,NORTH DAKOTA,PENTOBARBITAL (SCHEDULE 2),473.93,678.21,1275.86,776.52,3204.51
2013,OHIO,PENTOBARBITAL (SCHEDULE 2),583.34,499.07,666.41,657.89,2406.71
2013,OKLAHOMA,PENTOBARBITAL (SCHEDULE 2),400.19,401.24,339.45,603.11,1743.98
2013,OREGON,PENTOBARBITAL (SCHEDULE 2),703.04,792.81,765.96,877.9,3139.7
2013,PENNSYLVANIA,PENTOBARBITAL (SCHEDULE 2),354.93,534.24,571.6,473.71,1934.49
2013,PUERTO RICO,PENTOBARBITAL (SCHEDULE 2),7.17,203.1,143.47,95.65,449.38
2013,RHODE ISLAND,PENTOBARBITAL (SCHEDULE 2),601.06,524.47,527.11,794.53,2447.17
2013,SOUTH CAROLINA,PENTOBARBITAL (SCHEDULE 2),447.63,444.95,780.74,497.36,2170.68
2013,SOUTH DAKOTA,PENTOBARBITAL (SCHEDULE 2),435.84,602.35,635.32,1246.24,2919.75
2013,TENNESSEE,PENTOBARBITAL (SCHEDULE 2),673.39,790.81,875.85,803.32,3143.37
2013,TEXAS,PENTOBARBITAL (SCHEDULE 2),584.33,703.66,688.06,674.85,2650.89
2013,UTAH,PENTOBARBITAL (SCHEDULE 2),437.6,634.16,367.41,413.21,1852.38
2013,VERMONT,PENTOBARBITAL (SCHEDULE 2),1184.65,2214.11,2226.41,2292.05,7917.22
2013,VIRGIN ISLANDS,PENTOBARBITAL (SCHEDULE 2),0.0,2589.18,0.0,1951.84,4541.03
2013,VIRGINIA,PENTOBARBITAL (SCHEDULE 2),506.37,613.31,745.41,536.27,2401.37
2013,WASHINGTON,PENTOBARBITAL (SCHEDULE 2),682.8,936.73,655.2,901.41,3176.14
2013,WEST VIRGINIA,PENTOBARBITAL (SCHEDULE 2),462.86,650.12,866.73,409.36,2389.07
2013,WISCONSIN,PENTOBARBITAL (SCHEDULE 2),744.38,824.81,882.48,757.38,3209.06
2013,WYOMING,PENTOBARBITAL (SCHEDULE 2),1619.46,1745.75,1435.03,1953.05,6753.28
2013,U.S. TOTAL,PENTOBARBITAL (SCHEDULE 2),523.64,593.73,663.38,642.41,2423.16
2013,ALABAMA,SECOBARBITAL (SCHEDULE 2),0.57,0.57,0.38,0.57,2.11
2013,ARIZONA,SECOBARBITAL (SCHEDULE 2),0.86,1.15,1.29,1.0,4.3
2013,ARKANSAS,SECOBARBITAL (SCHEDULE 2),0.63,0.31,0.0,0.0,0.94
2013,CALIFORNIA,SECOBARBITAL (SCHEDULE 2),0.71,0.54,0.42,0.47,2.14
